""	"Mean MTP_MT"	"Mean MT_MB"	"clusters"
"2219"	-0.01493614	0.1058087	9
"2220"	-0.01591021	0.1212113	9
"2221"	-0.04946399	0.1834013	9
"2222"	-0.03321081	0.149894	9
"2223"	0.01533589	0.1237354	9
"2224"	0.03716075	0.1907746	9
"2225"	0.04507029	0.1998087	9
"2226"	0.02591476	0.1667913	9
"2229"	0.06692214	0.1484734	9
"2230"	0.004421429	0.1675179	9
"2231"	0.02489714	0.166401	9
"2232"	0.02531569	0.1323784	9
"2233"	0.005230976	0.1570497	9
"2234"	-0.01890596	0.2083758	9
"2235"	-0.02972653	0.1726702	9
"2236"	0.01237259	0.1358347	9
"2237"	0.0180832	0.1216365	9
"2238"	0.08107376	0.1482145	9
"2241"	0.04506561	0.1559721	9
"2242"	0.0274787	0.1413444	9
"2243"	-0.004394967	0.1112961	9
"2245"	0.03634528	0.1811549	9
"2246"	0.03839435	0.1753541	9
"2247"	-0.00124666	0.2039985	9
"2248"	-0.004649688	0.1233618	9
"2249"	0.01246217	0.1084961	9
"2261"	0.0300857	0.1751246	9
"2263"	0.06719893	0.1984582	9
"2265"	0.06876325	0.2062083	9
"2267"	0.1520114	0.1969425	9
"2268"	0.0466703	0.1806012	9
"2284"	0.04888356	0.2056447	9
"2298"	0.03092155	0.2009901	9
"2307"	0.001061469	0.2067458	9
"2308"	0.05416023	0.1721317	9
"2319"	0.1122864	0.1854242	9
"2338"	0.05860569	0.2030356	9
"2339"	0.1032864	0.1920782	9
"2372"	0.01865445	0.1656364	9
"2377"	0.1280217	0.1880343	9
"2393"	0.04165506	0.180711	9
"2397"	0.009102832	0.2060321	9
"2406"	0.03756028	0.1847216	9
"2413"	0.01569242	0.2085091	9
"2422"	0.09391625	0.1798735	9
"2424"	0.03326651	0.2035412	9
"2425"	0.0335878	0.1892774	9
"2434"	0.05746179	0.2030906	9
"2439"	-0.1141979	0.1989498	9
"2447"	0.09157968	0.1950874	9
"2452"	0.1003958	0.2032501	9
"2459"	0.0146443	0.2086673	9
"2465"	0.04452273	0.20681	9
"2471"	0.07784292	0.205476	9
"2481"	0.0864673	0.1897281	9
"2492"	0.03168514	0.2022068	9
"2496"	0.04403769	0.182285	9
"2521"	0.09464904	0.1912004	9
"2535"	0.0461865	0.2047351	9
"2546"	0.07289639	0.1885736	9
"2557"	0.05777037	0.1994827	9
"2561"	0.01859673	0.2031325	9
"2567"	0.04149963	0.2051139	9
"209"	-0.5357051	-0.2110402	11
"374"	-0.166074	-0.03841993	11
"391"	-0.1187929	-0.06208678	11
"392"	-0.1445135	0.005116609	11
"398"	-0.3239235	-0.00443816	11
"399"	-0.09443733	-0.02829113	11
"408"	-0.1311266	-0.07787232	11
"446"	-0.1420448	-0.04770341	11
"477"	-0.2574429	-0.03244769	11
"498"	-0.1199132	-0.01084884	11
"512"	-0.097163	-0.03657766	11
"548"	-0.1045697	0.04587823	11
"558"	-0.19751	0.03697376	11
"596"	-0.1225553	0.005110547	11
"626"	-0.1439952	0.02253003	11
"690"	-0.0941394	-0.00639404	11
"722"	-0.1329954	0.04662028	11
"781"	-0.09034587	0.01448971	11
"785"	-0.1019139	0.03890182	11
"839"	-0.09106107	-0.01940863	11
"915"	-0.1048471	-0.03015329	11
"992"	-0.08519875	0.002442956	11
"1002"	-0.08386806	0.04297827	11
"1047"	-0.1327286	0.04273814	11
"1053"	-0.3348095	0.03052142	11
"1063"	-0.2112133	0.1989136	11
"1068"	-0.09501655	0.1276269	11
"1090"	-0.215408	0.07869832	11
"1092"	-0.08312702	0.05940692	11
"1104"	-0.09723891	0.05291913	11
"1119"	-0.2378543	0.1732645	11
"1121"	-0.1293565	0.1908609	11
"1143"	-0.1229527	0.1320743	11
"1165"	-0.09721024	0.06217095	11
"1180"	-0.1138235	0.08133059	11
"1211"	-0.1049332	0.09497829	11
"1219"	-0.1064096	0.04801475	11
"1271"	-0.09654278	0.1278522	11
"1285"	-0.2023595	0.1267512	11
"1312"	-0.1130055	0.05940892	11
"1323"	-0.1132863	0.03429741	11
"1337"	-0.1188739	0.01903651	11
"1341"	-0.2902887	0.06628863	11
"1345"	-0.2598401	0.2344226	11
"1367"	-0.1730727	0.1904095	11
"1387"	-0.119638	0.1369651	11
"1404"	-0.2825206	0.2511722	11
"1416"	-0.1260228	0.1756264	11
"577"	0.006993358	-0.003375302	1
"585"	-0.03400561	-0.006715678	1
"594"	-0.03619594	0.006362542	1
"603"	0.007522038	0.003849864	1
"604"	-0.002029357	-4.31e-05	1
"607"	-0.01026487	0.02810795	1
"610"	-0.0197494	0.009381213	1
"615"	-0.04839241	0.04266336	1
"617"	-0.03646123	0.01408708	1
"621"	-0.0122795	-0.001767468	1
"640"	-0.03593347	0.000765758	1
"646"	-0.04637709	-0.01488821	1
"649"	-0.005270576	0.00131184	1
"657"	0.04556925	0.008217477	1
"688"	0.01071303	0.008566801	1
"695"	-0.06389302	-0.01703339	1
"698"	-0.07170333	-0.01521301	1
"704"	-0.01416831	-0.005958872	1
"710"	-0.005504849	0.006305214	1
"724"	-0.01630511	-0.006757291	1
"734"	-0.004096793	0.002167344	1
"739"	-0.004643351	-0.004991029	1
"748"	-0.0464278	0.006682848	1
"752"	0.006064016	-0.003479946	1
"764"	-0.001560964	0.01500733	1
"767"	-0.01621019	-0.007568037	1
"768"	-0.01627117	0.01581704	1
"770"	-0.03564454	0.009173467	1
"772"	-0.005689313	0.002316786	1
"776"	0.00871239	0.002659876	1
"779"	-0.07819241	-0.006800411	1
"783"	-0.004926846	0.0007961	1
"791"	-0.002737002	-0.006776266	1
"813"	-0.02067631	0.03183185	1
"815"	-0.0263064	0.01999928	1
"817"	0.01688228	0.008239317	1
"821"	-0.03253321	-0.008301144	1
"824"	-0.009461101	0.003670392	1
"829"	0.02507738	0.001539067	1
"830"	-0.01374359	0.005965294	1
"851"	0.02564502	-0.002932953	1
"857"	-0.05445582	0.0113338	1
"863"	0.00264941	0.0094327	1
"866"	0.005962453	0.01117201	1
"874"	-0.03093861	-0.005121526	1
"875"	0.002606214	0.006104191	1
"879"	-0.02615658	-0.000951077	1
"902"	-0.07308917	-0.005179726	1
"906"	-0.02575757	0.005939545	1
"922"	-0.03057148	0.001346976	1
"936"	-0.0182298	0.02425724	1
"941"	0.008591495	0.01725541	1
"944"	-0.007293773	0.000688919	1
"951"	0.005320195	-0.00223543	1
"955"	-0.02071618	0.001489584	1
"957"	-0.01601989	-0.001935369	1
"969"	-0.06595035	-0.007007934	1
"975"	-0.003609659	0.000492553	1
"981"	0.001945366	0.001013629	1
"1005"	-0.07281961	-0.01483902	1
"1010"	0.001484901	-0.006101864	1
"1018"	-0.04757304	-0.01555389	1
"1022"	0.01591027	0.02080082	1
"1024"	-0.07915081	-0.0118959	1
"1025"	-0.009203856	0.00175376	1
"1027"	-0.01962089	0.01216949	1
"1030"	-0.06187284	0.007137451	1
"1032"	-0.008484803	-0.006405699	1
"1036"	-0.004246083	0.01850505	1
"1037"	-0.01627861	0.02811038	1
"1040"	0.01372046	0.0542368	1
"1042"	-0.07559318	-0.01597755	1
"1048"	-0.02996972	0.02555524	1
"1051"	0.003865145	0.04870549	1
"1052"	0.006802114	0.08533273	1
"1054"	-0.03955314	0.05791589	1
"1056"	-0.007137896	0.07753187	1
"1057"	-0.02874509	0.09248701	1
"1058"	-0.06061791	0.1087526	1
"1059"	-0.01542837	0.08183967	1
"1060"	-0.0777555	0.1023649	1
"1061"	0.02478328	0.07999436	1
"1062"	0.004362869	0.03205037	1
"1064"	0.003631155	0.07837744	1
"1066"	0.00087933	0.07117084	1
"1067"	0.005544113	0.07837491	1
"1069"	-0.04244231	0.04226458	1
"1072"	-0.004438618	0.06010335	1
"1073"	-0.03934284	0.007017472	1
"1075"	-0.05123979	0.1090538	1
"1076"	-0.01356079	0.09837494	1
"1077"	-0.008088432	0.05174961	1
"1078"	-0.06345375	0.05815922	1
"1079"	-0.04602565	0.03690056	1
"1080"	0.004239214	0.05651667	1
"1081"	-0.01259628	0.002982127	1
"1085"	0.01678909	0.03404393	1
"1086"	-0.04087222	0.08012718	1
"1087"	0.004244601	0.1006467	1
"1089"	-0.01072634	0.04262383	1
"1091"	-0.01357233	0.06149541	1
"1093"	-0.006646403	0.09959824	1
"1094"	-0.002175384	0.04522619	1
"1095"	0.002770296	0.04237396	1
"1096"	-0.02434409	0.0994553	1
"1097"	0.001355297	0.06321109	1
"1099"	-0.07551935	0.03709312	1
"1100"	0.004806526	0.07893516	1
"1103"	-0.04445117	0.02080959	1
"1105"	0.01997457	0.06219978	1
"1106"	-0.0373087	0.01440993	1
"1107"	-0.007868974	0.06702693	1
"1108"	0.01092344	0.06106998	1
"1109"	-0.03045535	0.05499955	1
"1110"	-0.02350944	0.09459855	1
"1111"	-0.008548321	0.03858327	1
"1112"	-0.006751295	0.06719942	1
"1113"	-0.004474565	0.05806045	1
"1114"	0.01266453	0.08571516	1
"1115"	0.01187625	0.06924786	1
"1116"	0.02028157	0.08846802	1
"1117"	-0.07424983	0.1000894	1
"1118"	-0.03425834	0.07689013	1
"1122"	-0.03228282	0.02096325	1
"1123"	-0.05167817	0.04884745	1
"1124"	0.03078968	0.08553652	1
"1125"	-0.003005419	0.02942072	1
"1127"	-0.004019256	0.07651367	1
"1130"	0.009630223	0.07569361	1
"1131"	0.004251491	0.09278955	1
"1132"	-0.06524584	0.04653385	1
"1133"	0.00938694	0.05620269	1
"1134"	0.02161493	0.08514409	1
"1135"	0.0230571	0.08448394	1
"1136"	-0.01009252	0.07347282	1
"1138"	0.02253079	0.07890927	1
"1139"	0.01437205	0.07562467	1
"1140"	-0.003932729	0.0287125	1
"1141"	-0.0297782	0.05443333	1
"1142"	0.000410537	0.05194492	1
"1145"	0.00921889	0.09410062	1
"1146"	-0.005287057	0.0962799	1
"1147"	-0.02338113	0.08167105	1
"1149"	-0.005425254	0.04081155	1
"1150"	0.01313423	0.09722354	1
"1152"	-0.01257145	0.06639548	1
"1153"	0.01958884	0.07605685	1
"1154"	0.00970222	0.06156655	1
"1155"	0.006548422	0.05578924	1
"1156"	-0.02925693	0.04670247	1
"1157"	0.000361664	0.06058375	1
"1160"	-0.009917649	0.07130351	1
"1161"	-0.04163931	0.0757083	1
"1163"	-0.01575152	0.01836	1
"1164"	-0.009788319	0.0235369	1
"1166"	-0.0116598	0.07201505	1
"1167"	-0.0139252	0.04652514	1
"1168"	-2.89e-05	0.07992476	1
"1170"	0.01146476	0.03555907	1
"1171"	0.006659661	0.06479806	1
"1172"	-0.009652576	0.05211777	1
"1173"	-0.03698198	0.008638773	1
"1174"	0.01829615	0.04813348	1
"1175"	-0.0566016	0.04516941	1
"1176"	0.01604183	0.07917194	1
"1178"	0.01792393	0.06669256	1
"1179"	0.008299378	0.07281571	1
"1181"	-0.03027442	0.04125506	1
"1183"	-0.01447935	0.0297475	1
"1185"	-0.01100236	0.09547448	1
"1188"	-0.0760453	0.08612548	1
"1189"	-0.02509679	0.07901296	1
"1190"	-0.06947532	0.04895128	1
"1191"	-0.06952462	0.03401015	1
"1192"	0.001286456	0.04925321	1
"1193"	-0.003537177	0.0405733	1
"1194"	-0.009970048	0.01594052	1
"1195"	-0.01417748	0.09603111	1
"1196"	-0.0737803	0.08567417	1
"1198"	-0.02911453	0.06275044	1
"1199"	0.005181905	0.09341733	1
"1200"	-0.03674098	0.09506056	1
"1201"	0.002575845	0.07751545	1
"1202"	-0.03441214	0.07537646	1
"1203"	-0.07208412	0.09594443	1
"1204"	-0.01294457	0.09536941	1
"1205"	0.01299933	0.05982334	1
"1206"	-0.00394896	0.03362746	1
"1208"	0.01609419	0.07659209	1
"1209"	-0.02250558	0.04527862	1
"1212"	-0.06103197	0.07661094	1
"1213"	-0.03266817	0.1039708	1
"1214"	-0.02260983	0.056709	1
"1215"	-0.03632731	0.04654166	1
"1216"	0.000716716	0.03830091	1
"1217"	-0.02627373	0.06571235	1
"1218"	-0.04878415	0.07363854	1
"1220"	0.01137944	0.08121165	1
"1221"	0.01830539	0.04494631	1
"1222"	-0.0742282	0.03715787	1
"1223"	-0.02175858	0.06825469	1
"1225"	-0.03295666	0.09509932	1
"1226"	0.02100438	0.06412908	1
"1227"	-0.04770716	0.0580882	1
"1228"	0.001816975	0.07293564	1
"1229"	0.00681076	0.06643347	1
"1230"	-0.003078041	0.09235529	1
"1231"	0.002519531	0.0255559	1
"1232"	-0.03738551	0.0593732	1
"1233"	-0.0240823	0.04978343	1
"1234"	-0.007635969	0.08951131	1
"1235"	-0.02981176	0.05200922	1
"1236"	-0.03203396	0.09353039	1
"1237"	-0.003256028	0.06729963	1
"1238"	-0.04956212	0.04730493	1
"1239"	-0.03711822	0.0769756	1
"1240"	-0.04367118	0.02777048	1
"1242"	-0.03458425	0.06468948	1
"1243"	-0.01217707	0.04099958	1
"1245"	0.01559483	0.06536753	1
"1247"	0.004115779	0.06581282	1
"1249"	-0.0280136	0.09281798	1
"1250"	0.007261898	0.07982217	1
"1251"	-0.01954631	0.08876164	1
"1252"	-0.0238141	0.08896647	1
"1253"	0.02006792	0.05657229	1
"1254"	0.006533612	0.05408967	1
"1257"	-0.02901718	0.05112808	1
"1258"	-0.04529356	0.03371327	1
"1261"	-0.009906337	0.07560998	1
"1262"	0.02076379	0.08550359	1
"1263"	-0.03793358	0.0674272	1
"1264"	0.01904122	0.05719395	1
"1265"	-0.006067419	0.04527589	1
"1266"	-0.02155069	0.06821699	1
"1267"	-0.05945086	0.08228543	1
"1270"	-0.04630041	0.04813955	1
"1275"	-0.02390577	0.01661626	1
"1276"	-0.008479884	0.05952542	1
"1278"	-0.04035883	0.09827618	1
"1279"	0.001938996	0.0313559	1
"1281"	-0.05259569	0.04092397	1
"1282"	-0.01232509	0.05230864	1
"1283"	0.00681559	0.06299316	1
"1284"	-0.04760649	0.07710234	1
"1287"	-0.01173517	0.03832358	1
"1288"	-0.01015723	0.03288554	1
"1289"	0.003474752	0.09367764	1
"1290"	-0.02278157	0.04208628	1
"1291"	0.01690538	0.06294273	1
"1292"	-0.02681022	0.06327635	1
"1293"	-0.003350634	0.09960564	1
"1294"	-0.008312489	0.06773548	1
"1295"	-0.01049606	0.1006252	1
"1296"	-0.06270428	0.07075055	1
"1297"	-0.02392047	0.03774334	1
"1298"	0.02982248	0.09534259	1
"1299"	-0.003177281	0.0970864	1
"1301"	-0.00259803	0.06284535	1
"1302"	0.01253472	0.04107601	1
"1303"	-0.003214309	0.07846896	1
"1304"	-0.01406857	0.02370362	1
"1306"	-0.01745841	0.05725671	1
"1308"	-0.04781542	0.0236198	1
"1309"	0.01514773	0.07745518	1
"1311"	0.03146333	0.05773107	1
"1313"	-0.02404247	0.07591178	1
"1314"	0.04517139	0.07280007	1
"1315"	-0.02880576	0.09488844	1
"1316"	-0.07577252	0.1064666	1
"1318"	0.01681025	0.08705907	1
"1320"	-0.002703831	0.01412647	1
"1321"	-0.002689744	0.03446127	1
"1322"	-0.05811125	0.0567085	1
"1324"	-0.005434239	0.09852361	1
"1325"	-0.02713194	0.001682356	1
"1327"	-0.02658725	0.05478419	1
"1329"	0.01627753	0.05279995	1
"1330"	-0.005993754	0.03172568	1
"1331"	-0.008968106	0.08582394	1
"1332"	0.006187161	0.03404815	1
"1334"	-0.003934652	0.09724505	1
"1336"	-0.0115928	0.07346159	1
"1338"	-0.02788532	0.06140108	1
"1339"	0.01218988	0.08866413	1
"1340"	0.005065487	0.06875625	1
"1342"	-0.00958694	0.04359926	1
"1343"	-0.04840283	0.08413757	1
"1344"	-0.01356733	0.07835486	1
"1346"	-0.06076641	0.05736452	1
"1347"	-0.04476853	0.04997698	1
"1348"	0.007537045	0.09381508	1
"1349"	0.0057157	0.08258401	1
"1350"	0.008292104	0.05784885	1
"1352"	-0.02988055	0.07037055	1
"1354"	-0.02422979	0.1000041	1
"1355"	-0.03510724	0.063022	1
"1356"	-0.01477588	0.02633847	1
"1357"	0.01481723	0.03979036	1
"1358"	-0.06022613	0.08540425	1
"1359"	-0.006578194	0.06300855	1
"1360"	0.005677646	0.08861496	1
"1361"	-0.008609072	0.04489888	1
"1362"	0.02680951	0.0858461	1
"1363"	-0.02581739	0.07091177	1
"1364"	-0.002060209	0.01345708	1
"1365"	0.001900515	0.07283616	1
"1366"	-0.0188116	0.04349079	1
"1368"	-0.0137262	0.04090363	1
"1369"	-0.03257749	0.05803423	1
"1370"	-0.002764377	0.02628606	1
"1371"	-0.00330478	0.02564054	1
"1372"	0.02788491	0.05726118	1
"1373"	0.02951636	0.07726932	1
"1374"	-0.02154389	0.06389344	1
"1375"	-0.0151565	0.03846005	1
"1376"	-0.05528685	0.04722666	1
"1377"	0.001469363	0.07821594	1
"1378"	-0.04442693	0.03612398	1
"1379"	-0.04771968	0.06749273	1
"1380"	-0.01833571	0.07486126	1
"1381"	0.02098067	0.06759611	1
"1382"	0.002880543	0.06596814	1
"1383"	-0.007750423	0.02636588	1
"1385"	0.002727056	0.05528478	1
"1386"	0.007138404	0.03568294	1
"1389"	-0.02290336	0.04719908	1
"1390"	-0.01454859	0.1031951	1
"1391"	0.02488027	0.0770445	1
"1392"	-0.01490089	0.05719152	1
"1393"	-0.02575077	0.04743288	1
"1394"	0.004429388	0.0532406	1
"1395"	-0.008996132	0.05827477	1
"1396"	-0.02884146	0.1005966	1
"1397"	-0.002474485	0.06232029	1
"1398"	-0.02177401	0.03412008	1
"1399"	0.01306634	0.04899647	1
"1400"	-0.01470586	0.03477085	1
"1401"	-0.04788416	0.05925744	1
"1402"	-0.05760324	0.07088052	1
"1403"	-0.005736873	0.03334557	1
"1405"	-0.002111906	0.05110747	1
"1406"	-0.03468692	0.04189345	1
"1407"	-0.04611726	0.0671666	1
"1408"	-0.04772894	0.02969032	1
"1409"	0.01486793	0.05845992	1
"1410"	-0.03355648	0.07457319	1
"1412"	0.009325589	0.08618839	1
"1413"	-0.02915489	0.01519934	1
"1414"	-0.00734513	0.07610197	1
"1417"	-0.0254138	0.04875563	1
"1418"	-0.02895048	0.06868577	1
"1419"	-0.02082873	0.04183928	1
"1420"	0.002981719	0.03755688	1
"1421"	-0.04433324	0.03109236	1
"1423"	-0.04761381	0.1052369	1
"1424"	-0.03092659	0.03245031	1
"1426"	-0.01224712	0.0792938	1
"1427"	-0.024747	0.08329348	1
"1428"	0.02282697	0.05936735	1
"1433"	-0.00463259	0.01086	1
"1434"	0.04088291	0.05448516	1
"1435"	0.02319143	0.03979873	1
"1436"	0.02402122	0.01999389	1
"1440"	0.03053598	0.06251336	1
"1446"	0.02564839	0.03812748	1
"1448"	0.0145917	0.01372424	1
"1450"	0.02634268	0.01313997	1
"1454"	0.01542024	0.009845407	1
"1455"	-0.000411003	0.007023405	1
"1460"	0.00286288	0.008605319	1
"1463"	0.01692428	0.0167289	1
"1464"	0.01727559	0.04632736	1
"1465"	0.02050419	0.05218706	1
"1466"	0.03524058	0.0176644	1
"1476"	0.0195704	0.0162375	1
"1482"	0.01713977	0.03743871	1
"1484"	0.03857329	0.02536673	1
"1485"	-0.009642819	-0.002396632	1
"1486"	0.007951694	0.01391894	1
"1489"	0.02330961	0.06245713	1
"1490"	0.04178803	0.04202135	1
"1491"	0.01583648	0.03647307	1
"1492"	0.03629971	0.02191386	1
"1493"	0.04283359	0.02326951	1
"1494"	0.02916888	0.03009373	1
"1495"	0.001265523	0.02954804	1
"1496"	0.02941645	0.04205352	1
"1506"	0.02636655	0.05136561	1
"1507"	0.009254536	0.02067803	1
"1509"	0.03407321	0.003137372	1
"1513"	0.03313401	0.02164331	1
"1514"	0.01486503	0.04798769	1
"1516"	0.02192585	0.04508737	1
"1519"	0.0370683	0.07604674	1
"1523"	0.02678726	0.06161814	1
"1527"	0.02560332	0.04391954	1
"1529"	0.03583818	0.004430108	1
"1531"	0.04165759	0.05276017	1
"1532"	0.04066717	0.004220324	1
"1533"	0.03168195	0.0471943	1
"1537"	0.0403363	0.04764391	1
"1541"	0.02623543	0.03537893	1
"1542"	0.04251316	0.06869246	1
"1550"	0.02029407	0.02680196	1
"1551"	0.001817992	0.0045537	1
"1554"	0.02080095	0.04594853	1
"1556"	0.02187707	0.03592743	1
"1560"	0.03247909	0.04824428	1
"1562"	0.03242503	0.02927129	1
"1564"	0.02814605	0.06284525	1
"1566"	0.02289242	0.02060491	1
"1568"	0.03149563	0.06406225	1
"1571"	0.03693538	0.04801266	1
"1572"	0.02635322	0.03998962	1
"1574"	0.03800979	0.01727945	1
"1579"	0.03472317	0.06479532	1
"1583"	0.04079809	0.05374379	1
"1587"	0.000603607	0.01405216	1
"1591"	0.03893682	0.01794389	1
"1592"	0.04344609	0.04253213	1
"1595"	0.01385802	0.02564968	1
"1597"	0.02537262	0.04702681	1
"1600"	0.01393676	0.02474895	1
"1601"	0.02115484	0.01475396	1
"1602"	0.03033433	0.00227531	1
"1606"	-0.01150007	0.003267866	1
"1607"	0.01932934	0.01372728	1
"1608"	0.005088855	0.004722042	1
"1609"	0.04600454	0.04723909	1
"1612"	0.04242489	0.05856179	1
"1616"	0.04131599	0.0246362	1
"1619"	0.01869425	0.01834475	1
"1620"	0.01966635	0.01548661	1
"1622"	0.04481526	0.04850458	1
"1624"	0.009481845	0.01543092	1
"1625"	0.03016867	0.05283023	1
"1626"	0.01271125	0.01558331	1
"1627"	0.02464702	0.01241683	1
"1628"	0.01004982	0.009304106	1
"1629"	0.03218501	0.03957479	1
"1630"	0.0253263	0.04943552	1
"1631"	0.03410524	0.03324975	1
"1632"	0.01540621	0.0129554	1
"1637"	0.04396359	0.01404325	1
"1642"	0.03256857	0.01530735	1
"1646"	0.02180929	0.06141083	1
"1648"	0.02847976	0.009500992	1
"1650"	0.01089827	0.01071342	1
"1651"	0.019164	0.02282265	1
"1652"	0.02359187	0.0393027	1
"1653"	0.0286346	0.07318234	1
"1654"	0.02049663	0.01905516	1
"1656"	0.03302815	0.03886123	1
"1657"	0.04516983	0.0415899	1
"1658"	0.04456814	0.03858277	1
"1662"	0.02245241	0.04021697	1
"1663"	0.008039532	-0.005486956	1
"1664"	0.02494333	0.03013269	1
"1665"	0.01362626	0.009946832	1
"1667"	0.0359276	0.0590563	1
"1669"	0.03873745	0.004031425	1
"1676"	0.03241447	0.03633874	1
"1684"	0.04190139	0.06112288	1
"1687"	0.04244386	0.03668274	1
"1690"	0.04197559	0.02557907	1
"1692"	0.01663028	0.02926761	1
"1694"	0.02022469	0.02139944	1
"1700"	0.03453301	0.02350753	1
"1703"	0.03962876	0.05677994	1
"1704"	0.0325944	0.06786592	1
"1705"	0.0175281	0.004875648	1
"1711"	0.02669535	0.007157801	1
"1712"	0.03533256	0.03509233	1
"1714"	0.02387212	0.04656822	1
"1716"	0.04585044	0.02671388	1
"1717"	0.03244983	0.02460055	1
"1718"	0.02101198	0.005497055	1
"1721"	0.01157774	0.05193334	1
"1722"	0.02726141	0.03823123	1
"1725"	0.03928944	0.04674744	1
"1760"	0.03720408	0.06682797	1
"1805"	0.03215073	0.07428584	1
"1846"	0.03613202	0.08556105	1
"1862"	-0.0650867	0.06264045	1
"1880"	-0.02633641	0.1035012	1
"1881"	-0.01898558	0.0971067	1
"1888"	0.02389169	0.08509485	1
"1895"	0.01968293	0.0912643	1
"1913"	-0.02275567	0.08248302	1
"1937"	0.03162553	0.09674755	1
"1975"	0.000633314	0.08095364	1
"1989"	0.02277484	0.09576799	1
"2040"	0.04458068	0.08353145	1
"2053"	0.03207034	0.08396019	1
"2063"	0.03451294	0.06143956	1
"2069"	0.03762936	0.07247722	1
"2074"	0.004825315	0.09441249	1
"2095"	-0.006246456	0.09450795	1
"2114"	0.02519931	0.0705694	1
"2119"	0.02968645	0.09574178	1
"2133"	0.02659239	0.09342036	1
"2147"	0.02650246	0.09673247	1
"2159"	-0.007774911	0.09796812	1
"2176"	0.03142709	0.08325306	1
"2196"	0.04365702	0.08210801	1
"627"	0.06689321	0.04088271	3
"751"	0.05114599	0.01478136	3
"757"	0.06421349	-0.005365074	3
"1083"	0.04762225	0.09740077	3
"1429"	0.06826559	0.05264695	3
"1430"	0.05688776	0.02286328	3
"1437"	0.08429854	0.09450805	3
"1438"	0.1163767	-0.02203729	3
"1441"	0.04696482	0.06600411	3
"1442"	0.0965744	0.04427509	3
"1445"	0.1018905	-0.01905849	3
"1447"	0.1400176	-0.04253381	3
"1449"	0.06507239	0.06575985	3
"1451"	0.05180139	0.02572617	3
"1452"	0.05675716	0.001051097	3
"1453"	0.0766411	0.07754384	3
"1456"	0.07658154	0.01565418	3
"1458"	0.06764062	0.003532509	3
"1459"	0.1821861	-0.02447229	3
"1462"	0.05421873	0.04416659	3
"1467"	0.1431674	0.000916846	3
"1468"	0.09810612	0.06658413	3
"1471"	0.08187383	0.01456566	3
"1472"	0.05461555	0.07880215	3
"1474"	0.1729931	-0.05629945	3
"1475"	0.1042093	0.02001619	3
"1478"	0.06527426	0.05575715	3
"1480"	0.07506505	0.05985444	3
"1481"	0.0567345	0.07480637	3
"1483"	0.06980322	0.03262326	3
"1488"	0.1036857	0.08287372	3
"1501"	0.08215933	0.04523871	3
"1503"	0.08749171	0.07561298	3
"1505"	0.1303774	-0.03705394	3
"1510"	0.06718242	0.05575532	3
"1511"	0.1092595	-0.02692047	3
"1515"	0.08107969	0.07004444	3
"1517"	0.1115644	-0.005190572	3
"1518"	0.1267662	-0.0152318	3
"1522"	0.06533088	0.001449633	3
"1525"	0.132034	-0.05012091	3
"1530"	0.05118385	0.04249852	3
"1534"	0.08418509	0.003262702	3
"1539"	0.08816602	0.01523476	3
"1540"	0.05749407	0.02831614	3
"1544"	0.07790238	0.008475856	3
"1545"	0.1183971	-0.02122843	3
"1547"	0.183403	0.007328549	3
"1548"	0.08054706	-0.008263775	3
"1549"	0.1820532	-0.02201514	3
"1557"	0.1157572	0.07878024	3
"1558"	0.04999013	0.06719898	3
"1559"	0.1040203	0.04795242	3
"1561"	0.09493749	-0.02234079	3
"1563"	0.05633113	0.001761535	3
"1567"	0.053485	0.01137107	3
"1569"	0.05281503	0.01604236	3
"1573"	0.09458971	0.03704577	3
"1575"	0.1079404	0.004191235	3
"1576"	0.04934073	0.03100354	3
"1577"	0.1390269	-0.008848985	3
"1578"	0.103255	0.04675832	3
"1580"	0.06031713	0.006692011	3
"1582"	0.06538373	0.1108766	3
"1584"	0.08290669	0.0184628	3
"1585"	0.1053492	0.04272344	3
"1588"	0.086298	-0.000198754	3
"1589"	0.09774147	0.04790385	3
"1593"	0.07723072	0.01337199	3
"1594"	0.07989536	-0.001307438	3
"1598"	0.1097036	0.09157214	3
"1603"	0.1093929	0.008954118	3
"1604"	0.05618023	0.04082527	3
"1605"	0.04738605	0.08494413	3
"1610"	0.05920256	0.01794981	3
"1611"	0.04786085	0.07588713	3
"1613"	0.1341315	-0.05118601	3
"1614"	0.05446249	0.06718467	3
"1615"	0.08989475	0.007573483	3
"1618"	0.04823131	0.04422085	3
"1623"	0.05153262	0.07584557	3
"1633"	0.05468581	0.06806064	3
"1639"	0.05565858	0.03945257	3
"1640"	0.0843195	0.08004043	3
"1641"	0.04540999	0.08472922	3
"1645"	0.1130428	0.007348654	3
"1647"	0.07349001	0.053234	3
"1649"	0.09301301	-0.01878157	3
"1659"	0.1602027	-0.0740919	3
"1660"	0.09382343	0.05145073	3
"1661"	0.06230767	0.02492734	3
"1666"	0.05865942	0.04371793	3
"1677"	0.06239085	0.06741237	3
"1679"	0.09965759	0.1271418	3
"1686"	0.05694848	0.02509276	3
"1688"	0.05566271	0.07687428	3
"1689"	0.0592773	0.07694251	3
"1693"	0.0579525	0.06963453	3
"1695"	0.0646929	0.0685913	3
"1696"	0.06439553	-0.002034737	3
"1697"	0.1095602	0.04743916	3
"1698"	0.09018861	0.05215872	3
"1699"	0.151188	-0.06514759	3
