""	"Mean MTP_MT"	"Mean MT_MB"	"clusters"
"1701"	0.09609642	0.01413181	3
"1706"	0.07844084	-0.01230475	3
"1709"	0.1170362	0.02308693	3
"1719"	0.05062701	0.06016997	3
"1723"	0.08901745	0.08382204	3
"1724"	0.1398675	-0.01156193	3
"1727"	0.1870843	0.07131973	3
"1728"	0.1806079	0.02463941	3
"1733"	0.2104451	0.07305972	3
"1734"	0.1053906	0.1295025	3
"1735"	0.1534295	0.06603599	3
"1737"	0.1286316	0.06843259	3
"1738"	0.1833828	0.1099273	3
"1739"	0.1337663	0.09523067	3
"1740"	0.1723016	-0.04902276	3
"1741"	0.2422832	0.2150076	3
"1744"	0.0849802	0.009511344	3
"1745"	0.1290455	0.03171633	3
"1746"	0.1465935	0.1044268	3
"1748"	0.09373552	-0.0185829	3
"1749"	0.1673771	0.09488457	3
"1750"	0.1998273	0.07592045	3
"1751"	0.1068048	0.04070767	3
"1753"	0.177983	0.0555158	3
"1754"	0.133199	0.1140621	3
"1755"	0.1667251	0.1207918	3
"1756"	0.157451	0.1065891	3
"1757"	0.1886489	0.1814439	3
"1758"	0.1007414	-0.0275323	3
"1761"	0.1962758	0.1219309	3
"1762"	0.1502649	0.0489618	3
"1764"	0.1459799	-0.04995073	3
"1766"	0.1148268	0.02042642	3
"1769"	0.1534497	0.1387332	3
"1770"	0.1372867	0.03946409	3
"1771"	0.1715868	0.02751052	3
"1773"	0.2533616	0.1835317	3
"1775"	0.1393317	0.07017495	3
"1780"	0.1015885	0.1378681	3
"1783"	0.1160484	0.144822	3
"1786"	0.1229881	0.1167396	3
"1793"	0.1184549	0.1017178	3
"1795"	0.08365499	0.1097692	3
"1810"	0.09229963	0.09747392	3
"1824"	0.1030515	0.1367808	3
"1830"	0.1089343	0.1508786	3
"1838"	0.08296971	0.09687404	3
"1855"	0.1170236	0.1253887	3
"1856"	0.07573016	0.1063357	3
"1869"	0.05215839	0.09565552	3
"1871"	0.12321	0.1222272	3
"1878"	0.07600154	0.1208706	3
"1889"	0.07462826	0.1151246	3
"1891"	0.05076637	0.08287763	3
"1916"	0.05359704	0.1029826	3
"1918"	0.09818228	0.08300745	3
"1941"	0.06760412	0.08993702	3
"1943"	0.0889964	0.08703797	3
"1953"	0.08886729	0.1291037	3
"1972"	0.09928782	0.09875624	3
"1974"	0.1320993	0.1322145	3
"2004"	0.1102717	0.1366851	3
"2025"	0.04766184	0.08991468	3
"2035"	0.09799645	0.130647	3
"2048"	0.16066	0.1945259	3
"2060"	0.07888627	0.07577839	3
"2083"	0.1246551	0.09308346	3
"2098"	0.0460596	0.07360834	3
"2118"	0.0905854	0.09704988	3
"2122"	0.08558843	0.1279255	3
"2124"	0.07327569	0.07310411	3
"2151"	0.04823263	0.09723476	3
"2163"	0.04809079	0.09203941	3
"2165"	0.1136123	0.1417359	3
"2170"	0.07718772	0.08704267	3
"2173"	0.1020269	0.1052572	3
"2178"	0.09163642	0.1179909	3
"2188"	0.08033176	0.09933417	3
"2213"	0.07208679	0.1172668	3
"2227"	0.07195139	0.08332942	3
"2228"	0.1010544	0.1451152	3
"2239"	0.08834981	0.1145434	3
"2240"	0.06302716	0.1056353	3
"84"	0.5591522	0.2487332	8
"250"	0.2545372	-0.1659856	8
"291"	0.2735801	-0.2233816	8
"318"	0.3211004	-0.08066	8
"345"	0.2138951	-0.1464261	8
"1675"	0.200847	-0.1466933	8
"1729"	0.5368403	-0.2652181	8
"1731"	0.3315796	0.06544554	8
"1732"	0.5383304	-0.2721506	8
"1742"	0.3122388	-0.01195836	8
"1743"	0.2480516	-0.1231544	8
"1747"	0.2795008	-0.1213075	8
"1759"	0.1967059	-0.0544286	8
"1763"	0.2976229	-0.04204967	8
"1765"	0.2796658	-0.02120486	8
"1767"	0.3023241	-0.06692107	8
"1768"	0.1953475	-0.05877414	8
"1772"	0.3162599	0.09831486	8
"1774"	0.2388498	-0.08577653	8
"1776"	0.7681096	-0.0532967	8
"1777"	0.281022	-0.1265866	8
"1778"	0.4382629	-0.03412926	8
"196"	0.1974455	-0.8084826	12
"197"	0.03847101	-0.5309811	12
"198"	0.03484606	-0.4669337	12
"199"	-0.04780303	-0.407357	12
"200"	-0.05539797	-0.3086383	12
"201"	0.02034533	-0.3433888	12
"202"	0.199672	-0.5438904	12
"203"	-0.07066112	-0.7546735	12
"205"	-0.04970402	-0.4126958	12
"206"	0.02015606	-0.3543665	12
"207"	0.03908239	-0.3679021	12
"208"	0.07465661	-0.3224171	12
"210"	-0.002911311	-0.3450224	12
"212"	-0.03429417	-0.3755876	12
"214"	0.09342679	-0.3491304	12
"215"	0.07931785	-0.7421202	12
"216"	0.1079111	-0.4256317	12
"217"	-0.01300389	-0.3748129	12
"218"	0.04954265	-0.4027742	12
"219"	-0.002111149	-0.3315645	12
"221"	0.0683726	-0.3907451	12
"222"	-0.04499592	-0.801828	12
"223"	0.04427615	-0.3116151	12
"224"	0.03915086	-0.3212229	12
"226"	-0.03305825	-0.3106778	12
"228"	-0.1280875	-0.4144484	12
"230"	-0.02227402	-0.4492267	12
"231"	0.04221857	-0.3107051	12
"233"	0.1650063	-0.3784861	12
"234"	0.06244204	-0.4355762	12
"235"	0.01358466	-0.3924445	12
"236"	0.1525493	-0.3994017	12
"253"	0.07811233	-0.3077803	12
"264"	0.1339787	-0.3073103	12
"268"	0.1033656	-0.2851117	12
"274"	0.1233115	-0.3482684	12
"276"	0.1657956	-0.2809582	12
"281"	0.1711851	-0.2838984	12
"282"	0.04614112	-0.3174942	12
"304"	0.1022399	-0.2884519	12
"320"	0.06820088	-0.2915065	12
"322"	0.1653474	-0.2861283	12
"355"	0.1419403	-0.2827638	12
"359"	0.05565286	-0.2999965	12
"361"	0.2228386	-0.3722003	12
"324"	0.1207716	-0.09218529	2
"365"	0.002859008	-0.1187589	2
"367"	-0.00803992	-0.08657487	2
"370"	0.005185574	-0.1238482	2
"372"	-0.09426769	-0.09310001	2
"376"	-0.002240411	-0.1225509	2
"377"	0.01896175	-0.1022644	2
"378"	-0.09935241	-0.06438364	2
"382"	-0.01052687	-0.1158749	2
"385"	0.02307421	-0.1041771	2
"388"	0.01894841	-0.123171	2
"389"	0.008789158	-0.1208564	2
"393"	-0.02455209	-0.1278581	2
"394"	-0.0165838	-0.08224074	2
"400"	-0.02479858	-0.1234695	2
"401"	0.009203942	-0.1043833	2
"402"	-0.07254944	-0.09755326	2
"404"	0.02963622	-0.1169524	2
"405"	0.02362844	-0.1104856	2
"407"	-0.002848663	-0.1147025	2
"409"	-0.05711449	-0.04663818	2
"411"	-0.01041884	-0.08835506	2
"417"	0.02313815	-0.1131347	2
"418"	0.001456183	-0.108384	2
"420"	-0.02224112	-0.08240171	2
"421"	0.02016685	-0.1214218	2
"426"	0.001380273	-0.1083481	2
"427"	0.01092365	-0.09051083	2
"432"	-0.01578457	-0.08959888	2
"438"	0.05455692	-0.1055441	2
"439"	-0.01103399	-0.09797268	2
"441"	-0.04426143	-0.1115366	2
"443"	-0.03596967	-0.1091701	2
"449"	0.02594431	-0.1163725	2
"450"	-0.04342287	-0.06044094	2
"452"	-0.014407	-0.1238855	2
"454"	-0.00632071	-0.1243174	2
"459"	-0.02279918	-0.1052986	2
"460"	-0.07929309	-0.08673429	2
"465"	-0.03684321	-0.1291871	2
"468"	0.01068401	-0.1144048	2
"471"	0.06407885	-0.1050041	2
"472"	-0.009968187	-0.09185655	2
"480"	-0.02933694	-0.125941	2
"481"	-0.01677303	-0.08704212	2
"483"	-0.002076339	-0.1216808	2
"487"	0.008785607	-0.1077286	2
"489"	-0.003806836	-0.09843424	2
"491"	-0.02699536	-0.1088024	2
"495"	-0.00644417	-0.07232684	2
"496"	0.0299186	-0.1185378	2
"497"	-0.007320248	-0.1236108	2
"501"	0.04574138	-0.1081844	2
"505"	-0.01723202	-0.08785624	2
"508"	-0.01451689	-0.1181238	2
"509"	-0.08076704	-0.09319235	2
"510"	-0.02816146	-0.1241625	2
"511"	0.007450775	-0.1019308	2
"516"	-0.03057944	-0.1050007	2
"520"	-0.02602107	-0.09315234	2
"522"	0.004522556	-0.1207749	2
"525"	0.03019308	-0.1043692	2
"526"	0.01004292	-0.1004333	2
"527"	0.02304392	-0.1080055	2
"530"	-0.008033488	-0.08999494	2
"533"	0.00390603	-0.09870117	2
"534"	-0.0876938	-0.1308216	2
"536"	0.00173566	-0.1197817	2
"537"	0.003861418	-0.09061347	2
"539"	-0.0374136	-0.08485251	2
"540"	0.03259449	-0.111452	2
"543"	-0.04731426	-0.1216566	2
"544"	0.03224619	-0.1061245	2
"545"	-0.01692174	-0.1053547	2
"551"	-0.01881805	-0.07604748	2
"553"	-0.01415504	-0.1195033	2
"554"	-0.02962164	-0.0814333	2
"556"	-0.0147844	-0.09395598	2
"557"	-0.03857962	-0.0587729	2
"560"	-0.001873207	-0.09907314	2
"561"	0.003416242	-0.1233039	2
"562"	-0.001529209	-0.1097275	2
"564"	-0.009580885	-0.07086541	2
"568"	0.005364022	-0.09155308	2
"570"	-0.09404269	-0.08453549	2
"571"	-0.03053276	-0.1236359	2
"574"	-0.04903555	-0.01921852	2
"575"	-0.003495043	-0.06055879	2
"576"	0.003695187	-0.03016344	2
"578"	0.1234586	-0.05278694	2
"579"	-0.03127112	-0.05409747	2
"581"	0.06440257	-0.07076656	2
"582"	0.01710846	-0.05719279	2
"583"	-0.005893114	-0.1106037	2
"584"	0.03427404	-0.09342986	2
"586"	0.007390114	-0.02711561	2
"587"	-0.01764183	-0.0660164	2
"588"	-0.03218748	-0.04502265	2
"589"	0.02409231	-0.02214676	2
"590"	0.003757022	-0.08060947	2
"591"	0.04236433	-0.09485921	2
"592"	-0.01352821	-0.07417757	2
"593"	0.05442035	-0.05159181	2
"595"	-0.03409183	-0.02167631	2
"597"	0.09006723	-0.09196325	2
"598"	-0.00163229	-0.0666526	2
"599"	-0.005264576	-0.05438377	2
"600"	0.04710029	-0.03611607	2
"601"	0.07180862	-0.06567466	2
"602"	0.007263811	-0.04129661	2
"605"	-0.02372946	-0.04009875	2
"606"	0.02331172	-0.0437924	2
"608"	-0.01703929	-0.1055232	2
"609"	-0.05960225	-0.06842387	2
"611"	-0.05380239	-0.02577467	2
"612"	0.007298349	-0.02112775	2
"613"	0.009783514	-0.04585358	2
"614"	0.02206596	-0.06676331	2
"616"	0.05623122	-0.03143292	2
"618"	0.03402121	-0.05788949	2
"619"	-0.008891697	-0.03921396	2
"620"	0.06457542	-0.08395592	2
"622"	-0.02564586	-0.03444395	2
"623"	-0.02147019	-0.02266866	2
"624"	0.04058889	-0.05429594	2
"625"	-0.03451154	-0.02757702	2
"628"	0.01710234	-0.09282342	2
"629"	-0.0433812	-0.03730912	2
"630"	0.08705993	-0.03607776	2
"631"	0.007356698	-0.04944993	2
"632"	0.05394091	-0.07161529	2
"633"	0.01410287	-0.04047188	2
"634"	-0.01588184	-0.063609	2
"635"	0.04185407	-0.03252121	2
"636"	0.0154006	-0.07006048	2
"637"	0.01474766	-0.04119649	2
"638"	0.02609438	-0.04254802	2
"639"	-0.02003944	-0.05327047	2
"641"	0.009072277	-0.03348712	2
"642"	-0.01095916	-0.05011971	2
"643"	0.01886119	-0.02360561	2
"644"	-0.002127321	-0.0289702	2
"645"	-0.005402104	-0.09621553	2
"647"	0.01363519	-0.09040684	2
"648"	-0.01276537	-0.09079985	2
"650"	-0.000215437	-0.06966514	2
"651"	-0.02453646	-0.07542156	2
"652"	0.04879218	-0.09543491	2
"653"	0.05286459	-0.03202422	2
"654"	-0.000363533	-0.01980069	2
"655"	-0.04572767	-0.06475928	2
"656"	0.0381941	-0.07268231	2
"658"	0.03418164	-0.105224	2
"659"	0.01581233	-0.04030371	2
"660"	-0.02605386	-0.07485119	2
"661"	0.01476561	-0.07944055	2
"662"	-0.01101287	-0.05549142	2
"663"	0.003771133	-0.05361667	2
"664"	0.009073877	-0.1089753	2
"665"	0.03571925	-0.01176756	2
"666"	0.03350713	-0.1101304	2
"667"	0.01479094	-0.05964703	2
"668"	0.03533685	-0.06326985	2
"669"	-0.00521129	-0.100592	2
"670"	0.0198935	-0.09535157	2
"671"	0.03670399	-0.06746256	2
"672"	0.04111188	-0.01662879	2
"673"	0.01206679	-0.06558773	2
"674"	0.04188963	-0.07432916	2
"675"	0.02776288	-0.08484434	2
"676"	-0.002228138	-0.04403782	2
"677"	-0.02008057	-0.04839383	2
"678"	0.0156056	-0.03001833	2
"679"	0.08740019	-0.06121595	2
"680"	-0.001008105	-0.00859947	2
"681"	0.06386514	-0.1174161	2
"682"	0.0227847	-0.1114148	2
"683"	-0.01432958	-0.05130748	2
"684"	0.03430739	-0.06213866	2
"685"	-0.0170825	-0.07588216	2
"686"	-0.01249527	-0.08198951	2
"687"	0.08134342	-0.1071958	2
"689"	0.03385749	-0.0291851	2
"691"	-0.0808164	-0.04744996	2
"692"	4.7e-05	-0.07661677	2
"693"	0.1105333	-0.0477275	2
"694"	-0.009864003	-0.0263144	2
"696"	-0.002251197	-0.06174193	2
"699"	0.005563658	-0.03882552	2
"700"	-0.009030424	-0.01520631	2
"701"	0.00086687	-0.07464372	2
"702"	-0.005863024	-0.06218702	2
"703"	0.05564	-0.07125516	2
"705"	-0.01206651	-0.01881584	2
"706"	0.0442867	-0.05560614	2
"707"	0.01202596	-0.04599882	2
"708"	0.02463453	-0.1028375	2
"709"	0.04690441	-0.04113765	2
"711"	-0.005525022	-0.0747731	2
"712"	0.01872509	-0.0453293	2
"713"	-0.007996981	-0.06515455	2
"714"	0.09025528	-0.07051162	2
"715"	0.03641018	-0.1089704	2
"716"	-0.006772236	-0.07089492	2
"717"	-0.00800603	-0.02224548	2
"718"	-0.03106908	-0.02873371	2
"719"	0.08050877	-0.07538812	2
"720"	0.02870238	-0.01695495	2
"721"	0.0135164	-0.05822924	2
"723"	0.03384724	-0.03387076	2
"725"	-0.03291329	-0.01696698	2
"727"	-0.06777406	-0.02663788	2
"728"	0.01823317	-0.08832241	2
"729"	-0.006813467	-0.0373714	2
"730"	-0.05521598	-0.06029801	2
"732"	0.02339962	-0.04539148	2
"733"	0.014976	-0.05729201	2
"735"	-0.02641359	-0.01457517	2
"736"	0.01000035	-0.06453776	2
"737"	-0.007218459	-0.01938351	2
"738"	-0.01871991	-0.02316997	2
"740"	0.003372055	-0.04575153	2
"741"	-0.04650158	-0.02365144	2
"742"	-0.01451802	-0.01309723	2
"743"	-0.003808436	-0.08012683	2
"744"	0.01585526	-0.07375409	2
"745"	0.01764963	-0.02768289	2
"746"	0.02391194	-0.06252601	2
"747"	0.03165854	-0.03955862	2
"749"	0.03635912	-0.05982573	2
"750"	0.0599999	-0.08666392	2
"753"	0.0893402	-0.10776	2
"754"	-0.03288434	-0.09419023	2
"755"	0.02512146	-0.06857598	2
"756"	0.06465912	-0.07576309	2
"758"	0.02446184	-0.03344852	2
"759"	0.01655495	-0.03109312	2
"760"	-0.000337529	-0.03425755	2
"761"	-0.03384738	-0.01503316	2
"762"	0.005604834	-0.0469106	2
"763"	-0.006182289	-0.05276122	2
"765"	0.02517505	-0.008410782	2
"766"	0.0454476	-0.08400691	2
"769"	0.01414775	-0.061031	2
"771"	0.004257311	-0.03234433	2
"773"	-0.04370741	-0.07684286	2
"775"	-0.06166576	-0.06048569	2
"777"	0.01859936	-0.02484242	2
"778"	-0.01881935	-0.04378396	2
"780"	0.04310104	-0.09024565	2
"782"	0.06750748	-0.04229467	2
"784"	-0.007051878	-0.01333343	2
"786"	-0.01684531	-0.06686597	2
"787"	-0.02560173	-0.04507667	2
"788"	0.001622966	-0.03929194	2
"789"	0.03262063	-0.05492898	2
"790"	-0.008263526	-0.04768132	2
"792"	0.01586804	-0.1142631	2
"793"	0.01143248	-0.07211378	2
"794"	-0.03085061	-0.04172258	2
"795"	-0.005790485	-0.09917959	2
"796"	0.04748813	-0.04618425	2
"797"	0.06595019	-0.1061977	2
"798"	0.002011792	-0.03861265	2
"799"	0.0547153	-0.08837575	2
"800"	0.05583766	-0.06966447	2
"801"	-0.002454561	-0.04419713	2
"802"	0.04900886	-0.100226	2
"803"	0.02168401	-0.08843888	2
"804"	0.07800071	-0.09182826	2
"805"	-0.002629549	-0.01986202	2
"806"	-0.008125231	-0.02988412	2
"807"	0.06250974	-0.04833176	2
"808"	0.02160681	-0.0155805	2
"809"	0.05382977	-0.05994856	2
"810"	0.03239716	-0.05709822	2
"811"	0.08750777	-0.09368002	2
"812"	0.005513563	-0.01226761	2
"814"	-0.0180797	-0.07751063	2
"816"	0.0287946	-0.02354854	2
"818"	0.000250357	-0.1154349	2
"819"	-0.01757831	-0.05065475	2
"820"	0.009849031	-0.007526498	2
"822"	-0.004959371	-0.01225096	2
"823"	0.01207521	-0.06591917	2
"825"	-0.02419912	-0.04880819	2
"826"	0.1031052	-0.1050288	2
"827"	0.03739855	-0.03614461	2
"828"	0.00220308	-0.08713034	2
"831"	-0.01904504	-0.1045692	2
"832"	0.03628697	-0.02910085	2
"833"	-0.01493176	-0.01977641	2
"834"	0.009129988	-0.07067321	2
"835"	0.05989862	-0.1091591	2
"836"	0.09968175	-0.1115925	2
"837"	-0.04695706	-0.07676721	2
"838"	0.04283645	-0.1053004	2
"840"	0.03013591	-0.003196324	2
"841"	-0.03890174	-0.03081591	2
"842"	0.01429569	-0.0171116	2
"843"	-0.04401218	-0.04435915	2
"844"	0.03373389	-0.04843459	2
"845"	0.04265402	-0.07853532	2
"846"	0.01339694	-0.01735434	2
"847"	0.02295125	-0.03617807	2
"848"	0.1023431	-0.1013985	2
"849"	0.00408329	-0.02942399	2
"850"	0.01579765	-0.05600142	2
"852"	0.0495158	-0.1034441	2
"853"	-0.02271734	-0.03158233	2
"854"	-0.007198367	-0.02270419	2
"855"	-0.008109089	-0.036959	2
"856"	0.00824945	-0.0408394	2
"858"	0.013041	-0.02814793	2
"859"	0.002397101	-0.1042749	2
"860"	0.0573718	-0.05393225	2
"861"	0.004667939	-0.01975896	2
"862"	0.007942912	-0.008283437	2
"864"	0.01507593	-0.02478034	2
"865"	0.005191125	-0.03053301	2
"867"	-0.0140352	-0.03245848	2
"868"	0.03841654	-0.0322063	2
"869"	0.06678674	-0.05488224	2
"870"	0.008353141	-0.007681162	2
"871"	0.002666409	-0.03424989	2
"872"	-0.04447277	-0.0251021	2
"873"	0.0330508	-0.07283112	2
"876"	-0.0185235	-0.06940021	2
"877"	-0.01853943	-0.01608863	2
"878"	0.03382095	-0.1165501	2
"881"	0.01073833	-0.06201561	2
"882"	0.08546896	-0.09364741	2
"883"	0.02049251	-0.08177804	2
"884"	-0.001606688	-0.0941925	2
"885"	0.01052676	-0.03971703	2
"886"	0.03831377	-0.05037448	2
"887"	-0.01496617	-0.08808414	2
"888"	0.01306292	-0.03513635	2
"889"	0.000276884	-0.09692636	2
"891"	0.07036669	-0.09015922	2
"892"	0.002194151	-0.05294609	2
"893"	0.007459946	-0.03419144	2
"894"	0.03758362	-0.08977205	2
"895"	-0.01570201	-0.06587274	2
"896"	0.01666924	-0.08012358	2
"897"	0.01154142	-0.08608672	2
"898"	0.01365041	-0.08067904	2
"899"	0.02865348	-0.1034972	2
"900"	0.02576045	-0.02837194	2
"901"	-0.00115048	-0.06566103	2
"903"	0.02895403	-0.02454679	2
"904"	0.01064947	-0.04554498	2
"905"	0.01801171	-0.09621523	2
"907"	0.02532697	-0.08983644	2
"908"	0.004342253	-0.01354547	2
"909"	0.02377411	-0.03828462	2
"910"	0.01357235	-0.04947612	2
"911"	0.02211027	-0.0856389	2
"912"	0.01481874	-0.0375228	2
"913"	0.08170895	-0.09265321	2
"914"	-0.001868715	-0.01557102	2
"916"	0.02297681	-0.07862673	2
"917"	0.01272752	-0.01032834	2
"918"	0.007314946	-0.02343874	2
"919"	0.05431193	-0.06607863	2
"920"	0.03307411	-0.08179527	2
"921"	0.04192948	-0.05902382	2
"923"	0.03164494	-0.07911448	2
"924"	0.000114655	-0.07954225	2
"925"	-0.06896558	-0.0519255	2
"926"	0.02279374	-0.0731243	2
"927"	0.01354176	-0.09775767	2
"928"	0.02944338	-0.1058754	2
"929"	0.02898226	-0.06822008	2
"930"	0.02304667	-0.03211894	2
"931"	0.06148487	-0.0788486	2
"932"	-0.01415906	-0.05293348	2
"933"	-0.03842009	-0.0573031	2
"934"	-0.007144548	-0.06208443	2
"935"	0.01805926	-0.06192706	2
"937"	0.01253159	-0.07076208	2
"938"	-0.000491142	-0.02267988	2
"939"	0.001437097	-0.05521302	2
"940"	-0.004444477	-0.0197651	2
"942"	0.05602358	-0.08922315	2
"943"	0.01100299	-0.05992024	2
"945"	0.08893233	-0.06961473	2
"946"	-0.004011195	-0.03522884	2
"947"	0.002365266	-0.08254522	2
"948"	-0.008734647	-0.0802217	2
"950"	0.06900714	-0.03688113	2
"952"	-0.008766289	-0.03746352	2
"953"	0.04237782	-0.04158723	2
"954"	-0.02548634	-0.0210859	2
"956"	-0.01352774	-0.06107797	2
"959"	0.02995086	-0.09120956	2
"960"	0.01434578	-0.0227133	2
"961"	-0.04086662	-0.02802376	2
"962"	-0.04204759	-0.0429239	2
"963"	0.02735942	-0.0191326	2
"964"	-0.01133453	-0.05281164	2
"965"	0.009458787	-0.08275153	2
"966"	-0.02018883	-0.02164425	2
"967"	0.01799068	-0.08025938	2
"968"	0.0589561	-0.01335046	2
"970"	0.01182088	-0.0448023	2
"971"	-0.04327391	-0.06413452	2
"972"	0.009758753	-0.07803068	2
"973"	0.002901549	-0.01295351	2
"974"	0.03939145	-0.06565639	2
"976"	0.03944071	-0.07364891	2
"977"	-0.01499774	-0.06786612	2
"978"	0.01883856	-0.09544741	2
"979"	-0.02891828	-0.02782541	2
"980"	0.03092611	-0.04336675	2
"982"	-0.02392269	-0.05976787	2
"983"	0.02928874	-0.05768672	2
"984"	-0.008665039	-0.07716572	2
"985"	-0.0158917	-0.05372556	2
"986"	-0.01671197	-0.01266112	2
"987"	0.008779298	-0.07217759	2
"988"	0.01206075	-0.0255405	2
"989"	-0.01020846	-0.02918173	2
"990"	0.0184849	-0.02318516	2
"993"	0.01019556	-0.08326188	2
"994"	0.01648573	-0.09855037	2
"995"	-0.01336567	-0.02677093	2
"996"	0.0114228	-0.0561859	2
"997"	0.01226742	-0.05777389	2
"998"	0.02238336	-0.06535581	2
"999"	-0.006701259	-0.0144721	2
"1000"	0.0644958	-0.08226296	2
"1001"	0.01579097	-0.07013249	2
"1003"	-0.002398874	-0.02772123	2
"1004"	0.0452276	-0.04597202	2
"1006"	-0.01185969	-0.01452431	2
"1007"	-0.04369527	-0.09089526	2
"1008"	-0.01023163	-0.07652514	2
"1009"	0.1174856	-0.07691538	2
"1011"	-0.03530214	-0.02817039	2
"1012"	0.01869106	-0.06904766	2
"1013"	0.02124453	-0.02327987	2
"1014"	0.05519528	-0.07580826	2
"1015"	0.02213869	-0.06842963	2
"1016"	0.03159995	-0.05073085	2
"1017"	0.01279789	-0.0338886	2
"1019"	0.02074903	-0.04557728	2
"1020"	0.02356252	-0.05895922	2
"1021"	0.003230461	-0.02921744	2
"1023"	0.04004928	-0.05197895	2
"1026"	0.01503578	-0.074887	2
"1028"	-0.02441689	-0.06205026	2
"1029"	0.04633405	-0.0155365	2
"1031"	-0.01157862	-0.06413839	2
"1033"	0.06804089	-0.1153679	2
"1034"	0.01527763	-0.09168589	2
"1035"	-0.03969953	-0.03010818	2
"1038"	0.02217674	-0.08344289	2
"1039"	0.001536058	-0.08850528	2
"1041"	-0.01437388	-0.03356137	2
"1044"	0.02860701	-0.08069441	2
"1045"	0.09383108	-0.06540247	2
"1046"	-0.03651224	-0.01953121	2
"1431"	0.02953126	-0.009741459	2
"1432"	0.05184625	-0.04067125	2
"1439"	0.1085219	-0.0667972	2
"1443"	0.02949156	-0.04645099	2
"1444"	0.009175615	-0.0324938	2
"1457"	0.1089587	-0.08291239	2
"1461"	0.05379102	-0.01014662	2
"1469"	0.1129003	-0.06650013	2
"1470"	0.03857826	-0.04133768	2
"1473"	0.05290021	-0.003535598	2
"1477"	0.05778828	-0.03277687	2
"1479"	0.05055777	-0.0232684	2
"1497"	0.04916343	-0.02961817	2
"1498"	0.05191471	-0.01351424	2
"1499"	0.05548878	-0.0256641	2
"1500"	0.05334027	-0.007599683	2
"1502"	0.05502057	-0.07279623	2
"1504"	0.09588547	-0.03053798	2
"1508"	0.1060342	-0.09970222	2
"1512"	0.138757	-0.1059785	2
"1520"	0.1109892	-0.07657675	2
"1521"	0.05118	-0.02346326	2
"1524"	0.05946131	-0.01230895	2
"1526"	0.04066742	-0.04137442	2
"1528"	0.07817189	-0.03129113	2
"1535"	0.0172082	-0.0270579	2
"1536"	0.0578157	-0.03117256	2
"1538"	0.06694208	-0.01582667	2
"1543"	0.005316632	-0.009423833	2
"1546"	0.02849851	-0.03587773	2
"1552"	0.07003833	-0.03651195	2
"1553"	0.03479385	-0.01512799	2
"1555"	0.08400021	-0.03908494	2
"1565"	0.1145635	-0.07646602	2
"1570"	0.02847575	-0.01951378	2
"1581"	0.05868995	-0.01812723	2
"1586"	0.1071312	-0.06052583	2
"1596"	0.04698616	-0.0264474	2
"1599"	0.0609624	-0.01240753	2
"1617"	0.08553755	-0.0628011	2
"1621"	0.1092539	-0.05546621	2
"1634"	0.04399374	-0.02573156	2
"1635"	0.07762915	-0.05520327	2
"1636"	0.03993725	-0.01307159	2
"1638"	0.05784133	-0.113558	2
"1643"	0.02703439	-0.02468362	2
"1644"	0.01589226	-0.02593002	2
"1655"	0.03032553	-0.01496951	2
"1668"	0.03358949	-0.01610498	2
"1670"	0.07609386	-0.05923828	2
"1671"	0.05954771	-0.05223559	2
"1672"	0.03280586	-0.0394307	2
"1673"	0.06423406	-0.02812722	2
"1674"	0.03943638	-0.009478741	2
"1678"	0.09153238	-0.03344267	2
"1680"	0.1225801	-0.08203569	2
"1682"	0.01037437	-0.07104629	2
"1683"	-0.01341798	-0.0121699	2
"1685"	-0.000207229	-0.02953826	2
"1691"	0.02944684	-0.02589449	2
"1702"	0.05520539	-0.0204053	2
"1707"	0.09927803	-0.0715039	2
"1708"	0.03513306	-0.01659241	2
"1710"	0.01534365	-0.01035438	2
"1713"	0.08340394	-0.02615478	2
"1715"	0.09962337	-0.07096826	2
"1720"	0.07554689	-0.03491904	2
"1726"	0.0113345	-0.01555588	2
"1736"	0.07531556	-0.07356343	2
"194"	-0.1622184	-0.2634167	5
"195"	-0.1138268	-0.2356398	5
"204"	-0.01810344	-0.2970453	5
"211"	-0.06673755	-0.2814065	5
"213"	0.09575179	-0.1862085	5
"220"	-0.1012492	-0.2916289	5
"225"	-0.0682482	-0.2542492	5
"227"	-0.134702	-0.255688	5
"229"	0.00271235	-0.2635134	5
"232"	0.003903974	-0.270234	5
"237"	0.04103882	-0.2223807	5
"238"	0.07664205	-0.2456685	5
"239"	0.04851902	-0.1709519	5
"240"	0.003992445	-0.2294033	5
"241"	0.02572796	-0.196467	5
"242"	0.1622361	-0.2051408	5
"243"	0.1042934	-0.1487302	5
"244"	0.0736509	-0.1710398	5
"245"	0.006560817	-0.2585942	5
"246"	0.07359421	-0.1905429	5
"247"	0.1630885	-0.153943	5
"248"	0.1251374	-0.1792708	5
"249"	0.02128984	-0.2907941	5
"251"	0.05788577	-0.1612888	5
"252"	0.05902793	-0.1631815	5
"254"	0.1577018	-0.2080349	5
"255"	0.03618207	-0.183202	5
"256"	0.03233639	-0.1785107	5
"257"	0.04993351	-0.1696734	5
"258"	-0.001136014	-0.2342898	5
"259"	0.05254837	-0.1604422	5
"260"	0.1616276	-0.1781959	5
"261"	0.113134	-0.1972028	5
"262"	0.08975489	-0.2317088	5
"263"	0.01252624	-0.2889723	5
"265"	0.0104169	-0.2237834	5
"266"	0.1121168	-0.1572839	5
"267"	0.04705246	-0.2209703	5
